区站号,Y,X,降雨量,降雨量20-26,总降雨量
59324,23.43333333,117.0333333,43.9,20.0,63.9
59419,22.1,106.75,123.0,65.8,188.8
59421,22.83333333,107.2,67.8,55.1,122.9
59429,22.18333333,108.0166667,97.4,97.4,194.8
59431,22.63333333,108.2166667,153.5,149.8,303.3
59435,22.76666667,108.4833333,126.2,121.3,247.5
59441,22.7,109.25,194.1,190.9,385.0
59446,22.41666667,109.3,134.4,133.3,267.70000000000005
59448,22.26666667,109.55,101.8,75.1,176.89999999999998
59449,22.3,109.9833333,113.6,104.2,217.8
59451,22.7,110.35,31.9,30.9,62.8
59452,22.83333333,110.5333333,42.1,40.4,82.5
59454,22.95,111.0,36.3,30.5,66.8
59456,22.35,110.9333333,66.9,59.7,126.60000000000001
59457,22.31666667,110.2666667,104.3,98.1,202.39999999999998
59462,22.7,111.6,63.7,43.7,107.4
59469,22.16666667,111.7833333,128.6,116.8,245.39999999999998
59470,22.7,112.2,139.2,89.8,229.0
59471,22.93333333,112.05,81.5,70.0,151.5
59473,22.76666667,112.9666667,72.2,27.5,99.7
59475,22.4,112.65,116.5,61.9,178.4
59476,22.53333333,113.0333333,147.0,46.3,193.3
59477,22.26666667,112.2333333,219.3,183.4,402.70000000000005
59478,22.25,112.7833333,127.4,42.6,170.0
59480,22.85,113.25,88.4,27.5,115.9
59481,22.93333333,113.3166667,47.6,17.1,64.7
59485,22.5,113.4,194.1,105.5,299.6
59487,22.23333333,113.3,186.4,85.7,272.1
59488,22.28333333,113.5666667,282.1,96.0,378.1
59492,22.96666667,114.7333333,62.9,25.2,88.1
59493,22.53333333,114.0,357.6,193.0,550.6
59500,22.96666667,115.3166667,96.2,24.8,121.0
59501,22.8,115.3666667,162.7,41.6,204.29999999999998
59502,22.95,115.65,126.7,62.2,188.9
59632,21.95,108.6166667,78.0,46.0,124.0
59635,21.61666667,108.35,91.2,87.0,178.2
59640,21.66666667,109.1833333,78.5,49.1,127.6
59644,21.45,109.1333333,198.6,186.7,385.29999999999995
59650,21.4,110.25,89.0,54.9,143.9
59653,21.93333333,110.85,154.0,126.6,280.6
59654,21.63333333,110.3,36.7,34.2,70.9
59655,21.65,110.6166667,140.9,100.0,240.9
59656,21.4,110.8166667,96.8,84.3,181.1
59658,21.15,110.3,56.7,28.4,85.1
59659,21.75,110.9166667,164.5,143.3,307.8
59663,21.83333333,111.9666667,359.9,279.7,639.5999999999999
59664,21.53333333,110.9833333,209.2,178.9,388.1
59673,21.73333333,112.7666667,400.7,122.2,522.9
59750,20.96666667,110.0666667,213.2,140.5,353.7
59754,20.33333333,110.1833333,81.2,58.3,139.5
59757,20.0,110.3666667,91.4,33.2,124.60000000000001
59758,20.0,110.25,37.0,20.5,57.5
59838,19.1,108.6166667,47.1,44.1,91.2
59842,19.9,109.6833333,90.2,90.2,180.4
59843,19.73333333,110.0,131.8,106.2,238.0
59845,19.51666667,109.5833333,155.5,45.1,200.6
59847,19.26666667,109.05,177.6,136.3,313.9
59848,19.23333333,109.4333333,63.1,40.1,103.2
59849,19.03333333,109.8333333,22.5,3.3000000000000003,25.8
59851,19.66666667,110.3333333,59.7,57.3,117.0
59854,19.36666667,110.1,39.6,39.6,79.2
59855,19.23333333,110.4666667,69.9,46.4,116.30000000000001
59856,19.61666667,110.75,214.8,192.7,407.5
59941,18.76666667,109.5166667,101.0,64.6,165.6
59945,18.65,109.7,86.1,20.8,106.89999999999999
59951,18.8,110.3333333,85.9,54.2,140.10000000000002
